TimeGenerated,EventSource,DeviceRef,DeviceId,Severity,EventDetail
2026-07-22T08:13:53Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=1043.7266874952525 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:14:10Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=17859.794505046328 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:00:17Z,IT,VPN-GW-01,AST-006,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:00:34Z,OT,eng-ws-07,AST-008,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:00:51Z,IT,DC01,AST-001,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:01:08Z,OT,plc-reactor-01,AST-002,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:01:25Z,OT,hmi-scada-02,AST-005,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:01:42Z,IT,VPN-GW-01,AST-006,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:01:59Z,IT,FIN-SVR-02,AST-003,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:02:16Z,OT,hmi-scada-02,AST-005,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:02:33Z,IT,DC01,AST-001,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:02:50Z,IT,FIN-SVR-02,AST-003,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:03:07Z,IT,FIN-SVR-02,AST-003,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:03:24Z,IT,DC01,AST-001,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:03:41Z,IT,WEB-PROD-01,AST-007,High,Recon Port Scan feature-window rate=0.0 proto=7.1 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:03:58Z,OT,hmi-scada-02,AST-005,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:04:15Z,IT,DC01,AST-001,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:04:32Z,IT,VPN-GW-01,AST-006,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:04:49Z,OT,plc-reactor-01,AST-002,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:05:06Z,IT,WEB-PROD-01,AST-007,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:05:23Z,IT,WEB-PROD-01,AST-007,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:05:40Z,IT,DC01,AST-001,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:05:57Z,OT,plc-reactor-01,AST-002,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:06:14Z,IT,VPN-GW-01,AST-006,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:06:31Z,IT,WKS-JSMITH,AST-004,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:06:48Z,IT,WKS-JSMITH,AST-004,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:07:05Z,OT,plc-reactor-01,AST-002,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:07:22Z,IT,DC01,AST-001,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:07:39Z,IT,FIN-SVR-02,AST-003,High,Recon Port Scan feature-window rate=0.0 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:07:56Z,OT,eng-ws-07,AST-008,High,Recon Port Scan feature-window rate=94.96537358490568 proto=7.1 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:08:13Z,IT,FIN-SVR-02,AST-003,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:08:30Z,IT,WKS-JSMITH,AST-004,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:08:47Z,OT,plc-reactor-01,AST-002,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:09:04Z,OT,plc-reactor-01,AST-002,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:09:21Z,OT,eng-ws-07,AST-008,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:09:38Z,IT,DC01,AST-001,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:09:55Z,IT,WKS-JSMITH,AST-004,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:10:12Z,IT,VPN-GW-01,AST-006,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:10:29Z,OT,plc-reactor-01,AST-002,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:10:46Z,IT,WKS-JSMITH,AST-004,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:11:03Z,IT,VPN-GW-01,AST-006,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:11:20Z,IT,WEB-PROD-01,AST-007,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:11:37Z,IT,VPN-GW-01,AST-006,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:11:54Z,OT,plc-reactor-01,AST-002,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:12:11Z,IT,WEB-PROD-01,AST-007,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:12:28Z,OT,eng-ws-07,AST-008,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:12:45Z,IT,DC01,AST-001,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:13:02Z,OT,plc-reactor-01,AST-002,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:13:19Z,IT,WKS-JSMITH,AST-004,High,Recon Port Scan feature-window rate=158.27562264150944 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:13:36Z,IT,WEB-PROD-01,AST-007,High,Recon Port Scan feature-window rate=126.04928616043684 proto=7.1 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:13:53Z,IT,FIN-SVR-02,AST-003,High,Recon Port Scan feature-window rate=137.8812546417408 proto=7.1 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:14:10Z,IT,FIN-SVR-02,AST-003,High,Recon Port Scan feature-window rate=144.486685728065 proto=6.0 source=Recon-Port_Scan_test.pcap.csv
2026-07-22T08:00:17Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:00:34Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:00:51Z,IT,WEB-PROD-01,AST-007,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:01:08Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:01:25Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:01:42Z,IT,plc-reactor-01,AST-002,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:01:59Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:02:16Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:02:33Z,IT,plc-reactor-01,AST-002,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:02:50Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:03:07Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:03:24Z,IT,hmi-scada-02,AST-005,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:03:41Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:03:58Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:04:15Z,IT,DC01,AST-001,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:04:32Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:04:49Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:05:06Z,IT,DC01,AST-001,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:05:23Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:05:40Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:05:57Z,IT,plc-reactor-01,AST-002,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:06:14Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:06:31Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:06:48Z,IT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:07:05Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:07:22Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:07:39Z,IT,WEB-PROD-01,AST-007,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:07:56Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:08:13Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:08:30Z,IT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:08:47Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:09:04Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:09:21Z,IT,WEB-PROD-01,AST-007,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:09:38Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:09:55Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:10:12Z,IT,hmi-scada-02,AST-005,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:10:29Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:10:46Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:11:03Z,IT,VPN-GW-01,AST-006,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:11:20Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:11:37Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:11:54Z,IT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:12:11Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:12:28Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:12:45Z,IT,DC01,AST-001,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:13:02Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:13:19Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:13:36Z,IT,DC01,AST-001,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:13:53Z,OT,FIN-SVR-02,AST-003,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T08:14:10Z,OT,WKS-JSMITH,AST-004,Critical,TCP SYN Flood feature-window rate=0.0 proto=6.0 source=TCP_IP-DDoS-SYN_test.pcap.csv
2026-07-22T09:14:00Z,OT,FIN-SVR-02,AST-003,Critical,Modbus injection activity FC1=49389 FC3=25770 from ToN_IoT capture
2026-07-23T09:14:00Z,OT,WKS-JSMITH,AST-004,Critical,Modbus injection activity FC1=49389 FC3=25770 from ToN_IoT capture
2026-07-24T09:14:01Z,OT,plc-reactor-01,AST-002,Critical,Modbus injection activity FC1=49389 FC3=25770 from ToN_IoT capture
2026-07-25T09:14:02Z,OT,FIN-SVR-02,AST-003,Critical,Modbus injection activity FC1=49389 FC3=25770 from ToN_IoT capture
2026-07-21T09:14:04Z,OT,WKS-JSMITH,AST-004,Critical,Modbus injection activity FC1=40665 FC3=21098 from ToN_IoT capture
2026-07-22T09:14:06Z,OT,plc-reactor-01,AST-002,Critical,Modbus injection activity FC1=40665 FC3=21098 from ToN_IoT capture
2026-07-23T09:14:07Z,OT,FIN-SVR-02,AST-003,Critical,Modbus injection activity FC1=57147 FC3=15924 from ToN_IoT capture
2026-07-24T09:14:09Z,OT,WKS-JSMITH,AST-004,Critical,Modbus injection activity FC1=57147 FC3=15924 from ToN_IoT capture
2026-07-25T09:14:10Z,OT,plc-reactor-01,AST-002,Critical,Modbus injection activity FC1=57147 FC3=15924 from ToN_IoT capture
2026-07-21T09:14:10Z,OT,FIN-SVR-02,AST-003,Critical,Modbus injection activity FC1=57147 FC3=15924 from ToN_IoT capture
2026-07-22T09:14:11Z,OT,WKS-JSMITH,AST-004,Critical,Modbus injection activity FC1=55845 FC3=46317 from ToN_IoT capture
2026-07-23T09:14:12Z,OT,plc-reactor-01,AST-002,Critical,Modbus injection activity FC1=55845 FC3=46317 from ToN_IoT capture
2026-07-24T09:14:14Z,OT,FIN-SVR-02,AST-003,Critical,Modbus injection activity FC1=55845 FC3=46317 from ToN_IoT capture
2026-07-25T09:14:15Z,OT,WKS-JSMITH,AST-004,Critical,Modbus injection activity FC1=55845 FC3=46317 from ToN_IoT capture
2026-07-21T09:14:15Z,OT,plc-reactor-01,AST-002,Critical,Modbus injection activity FC1=42636 FC3=62152 from ToN_IoT capture
2026-07-22T09:14:16Z,OT,FIN-SVR-02,AST-003,Critical,Modbus injection activity FC1=42636 FC3=62152 from ToN_IoT capture
2026-07-23T09:14:17Z,OT,WKS-JSMITH,AST-004,Critical,Modbus injection activity FC1=42636 FC3=62152 from ToN_IoT capture
2026-07-24T09:14:19Z,OT,plc-reactor-01,AST-002,Critical,Modbus injection activity FC1=42636 FC3=62152 from ToN_IoT capture
2026-07-25T09:14:20Z,OT,FIN-SVR-02,AST-003,Critical,Modbus injection activity FC1=16992 FC3=40713 from ToN_IoT capture
2026-07-21T09:14:20Z,OT,WKS-JSMITH,AST-004,Critical,Modbus injection activity FC1=16992 FC3=40713 from ToN_IoT capture
2026-07-22T09:14:21Z,OT,plc-reactor-01,AST-002,Critical,Modbus injection activity FC1=16992 FC3=40713 from ToN_IoT capture
2026-07-23T09:14:22Z,OT,FIN-SVR-02,AST-003,Critical,Modbus injection activity FC1=16992 FC3=40713 from ToN_IoT capture
2026-07-24T09:14:24Z,OT,WKS-JSMITH,AST-004,Critical,Modbus injection activity FC1=57110 FC3=53198 from ToN_IoT capture
2026-07-25T09:14:25Z,OT,plc-reactor-01,AST-002,Critical,Modbus injection activity FC1=57110 FC3=53198 from ToN_IoT capture
2026-07-21T09:14:25Z,OT,FIN-SVR-02,AST-003,Critical,Modbus injection activity FC1=57110 FC3=53198 from ToN_IoT capture
2026-07-22T09:14:26Z,OT,WKS-JSMITH,AST-004,Critical,Modbus injection activity FC1=57110 FC3=53198 from ToN_IoT capture
2026-07-23T09:14:27Z,OT,plc-reactor-01,AST-002,Critical,Modbus injection activity FC1=5523 FC3=16415 from ToN_IoT capture
2026-07-24T09:14:29Z,OT,FIN-SVR-02,AST-003,Critical,Modbus injection activity FC1=5523 FC3=16415 from ToN_IoT capture
2026-07-25T09:14:30Z,OT,WKS-JSMITH,AST-004,Critical,Modbus injection activity FC1=5523 FC3=16415 from ToN_IoT capture
2026-07-21T09:14:30Z,OT,plc-reactor-01,AST-002,Critical,Modbus injection activity FC1=5523 FC3=16415 from ToN_IoT capture
2026-07-22T10:24:16Z,OT,FIN-SVR-02,AST-003,Critical,Modbus backdoor activity FC1=20326 FC3=57713 from ToN_IoT capture
2026-07-23T10:24:17Z,OT,WKS-JSMITH,AST-004,Critical,Modbus backdoor activity FC1=20014 FC3=50808 from ToN_IoT capture
2026-07-24T10:24:19Z,OT,plc-reactor-01,AST-002,Critical,Modbus backdoor activity FC1=20014 FC3=50808 from ToN_IoT capture
2026-07-25T10:24:21Z,OT,FIN-SVR-02,AST-003,Critical,Modbus backdoor activity FC1=20014 FC3=50808 from ToN_IoT capture
2026-07-21T10:24:22Z,OT,WKS-JSMITH,AST-004,Critical,Modbus backdoor activity FC1=20014 FC3=50808 from ToN_IoT capture
2026-07-22T10:24:24Z,OT,plc-reactor-01,AST-002,Critical,Modbus backdoor activity FC1=65162 FC3=10635 from ToN_IoT capture
2026-07-23T10:24:26Z,OT,FIN-SVR-02,AST-003,Critical,Modbus backdoor activity FC1=65162 FC3=10635 from ToN_IoT capture
2026-07-24T10:24:27Z,OT,WKS-JSMITH,AST-004,Critical,Modbus backdoor activity FC1=65162 FC3=10635 from ToN_IoT capture
2026-07-25T10:24:29Z,OT,plc-reactor-01,AST-002,Critical,Modbus backdoor activity FC1=65162 FC3=10635 from ToN_IoT capture
2026-07-21T10:24:31Z,OT,FIN-SVR-02,AST-003,Critical,Modbus backdoor activity FC1=26436 FC3=29037 from ToN_IoT capture
2026-07-22T10:24:32Z,OT,WKS-JSMITH,AST-004,Critical,Modbus backdoor activity FC1=26436 FC3=29037 from ToN_IoT capture
2026-07-23T10:24:34Z,OT,plc-reactor-01,AST-002,Critical,Modbus backdoor activity FC1=26436 FC3=29037 from ToN_IoT capture
2026-07-24T10:24:36Z,OT,FIN-SVR-02,AST-003,Critical,Modbus backdoor activity FC1=26436 FC3=29037 from ToN_IoT capture
2026-07-25T10:24:37Z,OT,WKS-JSMITH,AST-004,Critical,Modbus backdoor activity FC1=53982 FC3=23486 from ToN_IoT capture
2026-07-21T10:24:39Z,OT,plc-reactor-01,AST-002,Critical,Modbus backdoor activity FC1=53982 FC3=23486 from ToN_IoT capture
2026-07-22T10:24:41Z,OT,FIN-SVR-02,AST-003,Critical,Modbus backdoor activity FC1=53982 FC3=23486 from ToN_IoT capture
2026-07-23T10:24:42Z,OT,WKS-JSMITH,AST-004,Critical,Modbus backdoor activity FC1=53982 FC3=23486 from ToN_IoT capture
2026-07-24T10:24:44Z,OT,plc-reactor-01,AST-002,Critical,Modbus backdoor activity FC1=8816 FC3=35891 from ToN_IoT capture
2026-07-25T10:24:46Z,OT,FIN-SVR-02,AST-003,Critical,Modbus backdoor activity FC1=8816 FC3=35891 from ToN_IoT capture
2026-07-21T10:24:47Z,OT,WKS-JSMITH,AST-004,Critical,Modbus backdoor activity FC1=8816 FC3=35891 from ToN_IoT capture
2026-07-22T10:24:49Z,OT,plc-reactor-01,AST-002,Critical,Modbus backdoor activity FC1=8816 FC3=35891 from ToN_IoT capture
2026-07-23T10:24:51Z,OT,FIN-SVR-02,AST-003,Critical,Modbus backdoor activity FC1=40390 FC3=24949 from ToN_IoT capture
2026-07-24T10:24:52Z,OT,WKS-JSMITH,AST-004,Critical,Modbus backdoor activity FC1=40390 FC3=24949 from ToN_IoT capture
2026-07-25T10:24:54Z,OT,plc-reactor-01,AST-002,Critical,Modbus backdoor activity FC1=40390 FC3=24949 from ToN_IoT capture
2026-07-21T10:24:59Z,OT,FIN-SVR-02,AST-003,Critical,Modbus backdoor activity FC1=17431 FC3=62138 from ToN_IoT capture
2026-07-22T10:25:01Z,OT,WKS-JSMITH,AST-004,Critical,Modbus backdoor activity FC1=17431 FC3=62138 from ToN_IoT capture
2026-07-23T10:25:04Z,OT,plc-reactor-01,AST-002,Critical,Modbus backdoor activity FC1=8328 FC3=50740 from ToN_IoT capture
2026-07-24T10:25:06Z,OT,FIN-SVR-02,AST-003,Critical,Modbus backdoor activity FC1=8328 FC3=50740 from ToN_IoT capture
2026-07-25T10:25:07Z,OT,WKS-JSMITH,AST-004,Critical,Modbus backdoor activity FC1=8328 FC3=50740 from ToN_IoT capture
2026-07-21T10:25:09Z,OT,plc-reactor-01,AST-002,Critical,Modbus backdoor activity FC1=8328 FC3=50740 from ToN_IoT capture
2026-07-22T12:41:02Z,OT,FIN-SVR-02,AST-003,Low,Modbus normal activity FC1=41216 FC3=64230 from ToN_IoT capture
2026-07-23T12:41:02Z,OT,WKS-JSMITH,AST-004,Low,Modbus normal activity FC1=41216 FC3=64230 from ToN_IoT capture
2026-07-24T12:41:02Z,OT,plc-reactor-01,AST-002,Low,Modbus normal activity FC1=58280 FC3=24951 from ToN_IoT capture
2026-07-25T12:41:02Z,OT,FIN-SVR-02,AST-003,Low,Modbus normal activity FC1=58280 FC3=24951 from ToN_IoT capture
2026-07-21T12:41:02Z,OT,WKS-JSMITH,AST-004,Low,Modbus normal activity FC1=58280 FC3=24951 from ToN_IoT capture
2026-07-22T12:41:02Z,OT,plc-reactor-01,AST-002,Low,Modbus normal activity FC1=58280 FC3=24951 from ToN_IoT capture
2026-07-23T12:41:03Z,OT,FIN-SVR-02,AST-003,Low,Modbus normal activity FC1=43709 FC3=63580 from ToN_IoT capture
2026-07-24T12:41:03Z,OT,WKS-JSMITH,AST-004,Low,Modbus normal activity FC1=43709 FC3=63580 from ToN_IoT capture
2026-07-25T12:41:03Z,OT,plc-reactor-01,AST-002,Low,Modbus normal activity FC1=43709 FC3=63580 from ToN_IoT capture
2026-07-21T12:41:03Z,OT,FIN-SVR-02,AST-003,Low,Modbus normal activity FC1=43709 FC3=63580 from ToN_IoT capture
2026-07-22T12:41:03Z,OT,WKS-JSMITH,AST-004,Low,Modbus normal activity FC1=59243 FC3=43307 from ToN_IoT capture
2026-07-23T12:41:03Z,OT,plc-reactor-01,AST-002,Low,Modbus normal activity FC1=59243 FC3=43307 from ToN_IoT capture
